subject_id,session_id,run_id,trial_index,motion_direction,estimate_deg,prior_mean,prior_std,motion_coherence,prior_kappa_t,predicted_estimate_deg,p_observed,predicted_error_from_motion,observed_error_from_motion,fit_readout,model_simulated_estimate_deg,model_simulated_error_from_motion,model_simulated_is_lapse
10,5,20,16,205.0,218.40326593200416,225.0,20.0,0.06,13.845288739273968,219.0,0.0100226694611713,14.0,13.40326593200416,MAP,348.747650733363,143.747650733363,True
10,5,20,17,225.0,229.00272162328685,225.0,20.0,0.12,13.801668903081366,225.0,0.0099470638968243,0.0,4.002721623286845,MAP,186.32212185390102,-38.677878146098976,True
10,5,20,18,185.0,223.48890245933032,225.0,20.0,0.06,13.758595994328402,212.0,0.0094077660578949,27.0,38.48890245933032,MAP,187.88656347962907,2.886563479629075,False
10,5,20,19,225.0,206.07651315293597,225.0,20.0,0.12,13.716063155363829,225.0,0.0084525678262653,0.0,-18.92348684706405,MAP,126.48105632278379,-98.51894367721621,True
10,5,20,20,175.0,211.2438378750291,225.0,20.0,0.06,13.67406361452107,209.0,0.0100000185768737,34.0,36.2438378750291,MAP,350.5919466092692,175.5919466092692,True
10,5,20,21,225.0,254.92103342851985,225.0,20.0,0.24,13.63259068504012,225.0,0.0066121282905303,0.0,29.92103342851982,MAP,120.6177276860121,-104.3822723139879,True
10,5,20,22,235.0,202.31368107211915,225.0,20.0,0.06,13.591637764002924,228.0,0.0073522223197448,-7.0,-32.68631892788085,MAP,220.57883709195835,-14.421162908041651,True
10,5,20,23,245.0,275.31762940467814,225.0,20.0,0.12,13.55119833128214,235.0,0.0048354512677354,-10.0,30.317629404678144,MAP,247.10147520971958,2.101475209719581,False
10,5,20,24,235.0,227.6720205116597,225.0,20.0,0.12,13.511265948503056,230.0,0.0099981589182888,-5.0,-7.327979488340304,MAP,292.54393958178423,57.54393958178423,False
10,5,20,25,195.0,214.4072142645633,225.0,20.0,0.06,13.471834258018545,215.0,0.0100226922289986,20.0,19.407214264563294,MAP,213.56366486035031,18.563664860350315,False
10,5,20,26,235.0,212.7300187110725,225.0,20.0,0.24,13.432896981896848,234.0,0.008088547102739,-1.0,-22.26998128892748,MAP,180.8939738242667,-54.10602617573329,True
10,5,21,1,235.0,183.076513152936,225.0,10.0,0.06,3.729136793824212,231.0,0.0037097239597755,-4.0,-51.92348684706403,MAP,266.4322071069295,31.432207106929525,True
10,5,21,2,225.0,261.5705906540974,225.0,10.0,0.12,3.690843726353793,225.0,0.0054546309590089,0.0,36.57059065409737,MAP,162.04559401606764,-62.95440598393236,False
10,5,21,3,205.0,202.56269398897936,225.0,10.0,0.12,3.653030796618304,209.0,0.009825817872437,4.0,-2.437306011020638,MAP,161.51440400770915,-43.485595992290854,False
10,5,21,4,235.0,36.90918843084272,225.0,10.0,0.24,3.615691984409396,235.0,0.0006680982627245,0.0,161.90918843084273,MAP,217.07104003321305,-17.928959966786948,False
10,5,21,5,215.0,254.5863839843336,225.0,10.0,0.06,3.578821345003119,219.0,0.0056224510348671,4.0,39.586383984333565,MAP,192.783555349781,-22.21644465021899,False
10,5,21,6,225.0,187.9012917657247,225.0,10.0,0.12,3.5424130082134613,225.0,0.0053653632897504,0.0,-37.09870823427531,MAP,254.07027712429624,29.07027712429624,False
10,5,21,8,215.0,225.0804614854949,225.0,10.0,0.12,3.470960128833801,217.0,0.0097136032149114,2.0,10.080461485494936,MAP,237.65603518203156,22.65603518203156,True
10,5,21,9,225.0,4.235941209911068,225.0,10.0,0.06,3.4359042102085637,225.0,0.000679596235325,0.0,139.23594120991106,MAP,235.28046302612654,10.28046302612654,False
10,5,21,10,225.0,185.8275002360757,225.0,10.0,0.06,3.401287840318292,225.0,0.0050209374438319,0.0,-39.17249976392429,MAP,227.58632572922357,2.5863257292235744,False
10,5,21,11,225.0,238.0804614854949,225.0,10.0,0.06,3.3671055078799297,225.0,0.0092337571425041,0.0,13.080461485494936,MAP,239.68823405468277,14.688234054682766,False
10,5,21,12,215.0,220.4770574616532,225.0,10.0,0.06,3.333351770713656,218.0,0.009994697071151,3.0,5.477057461653203,MAP,218.9125475857966,3.9125475857966023,False
10,5,21,13,215.0,180.57848731921547,225.0,10.0,0.12,3.300021254876437,217.0,0.0054799323345467,2.0,-34.42151268078453,MAP,250.66864747029183,35.66864747029183,False
10,5,21,14,245.0,207.3993175994452,225.0,10.0,0.12,3.2671086538064413,241.0,0.0059658649656479,-4.0,-37.60068240055483,MAP,275.08192476664044,30.08192476664044,False
10,5,21,15,215.0,208.5784873192156,225.0,10.0,0.06,3.234608727478175,218.0,0.0096046650879906,3.0,-6.421512680784417,MAP,201.57958083212833,-13.420419167871671,False
10,5,21,16,215.0,219.5863839843336,225.0,10.0,0.24,3.202516301568221,215.0,0.0099230112924618,0.0,4.586383984333565,MAP,173.0778549812322,-41.92214501876779,False
10,5,21,17,225.0,227.4810057942122,225.0,10.0,0.24,3.17082626663143,225.0,0.0099946024838857,0.0,2.4810057942121944,MAP,221.5974533452551,-3.4025466547448957,False
